word,label
andanne,0
andapu,0
andawanna,0
andayi,0
andha,0
andhabhawaya,0
andhada,0
andhakaraye,0
andhayi,0
andina,0
andinawa,0
andinna,0
andinnata,0
andinne,0
andinneda,0
andinu,0
androids,0
andukara,0
andukarawaraya,0
andukarawarayata,0
andukarawaru,0
andukarawarun,0
andunaganna,0
andunanne,0
andura,0
anduragaththa,0
anduranawa,0
anduranawada,0
anduranne,0
andurata,0
andure,0
anduru,0
anduruyi,0
anduwa,0
anduwak,0
anduwe,0
andy,0
ane,0
anek,0
aneka,0
anekayi,0
anekuth,0
ang,0
angaharu,0
angaharuwada,0
angal,0
angalak,0
angalakma,0
anganayakata,0
angawa,0
angawanna,0
angawanne,0
angawayi,0
angaya,0
angela,0
anguru,0
ani,0
anidda,0
anik,0
anika,0
anith,0
aniwaa,0
aniwarenma,0
aniwarya,0
aniwaryayen,0
aniwaryayenma,0
aniwaryayi,0
aniwaryenma,0
aniyam,0
ank,0
anka,0
ankal,0
ankawala,0
ankaya,0
ankayak,0
ankayakata,0
ankayaki,0
ankayata,0
ankura,0
anna,0
annasi,0
anne,0
annette,0
anold,0
ansar,0
ansha,0
anshabhaga,0
anshaka,0
anshaya,0
anshayata,0
anshaye,0
anshu,0
anshumathra,0
ansila,0
ant,0
antha,0
anthar,0
antharadayaka,0
antharalaya,0
antharalayada,0
antharalayak,0
antharaya,0
antharkriya,0
anthaya,0
anthayak,0
anthayayi,0
anthaye,0
anthayi,0
anthima,0
anthimata,0
anthimaya,0
anthimayi,0
anthimedee,0
anthimedi,0
anthony,0
anu,0
anubhawa,0
anugamanaya,0
anugatha,0
anugathawa,0
anugrahakayek,0
anugrahaya,0
anugrahayak,0
anugrahayen,0
anukampa,0
anukampawa,0
anukampawak,0
anukarakayek,0
anukarana,0
anukaranaya,0
anukaranayak,0
anukramika,0
anumana,0
anumanaya,0
anumanayak,0
anumanayayi,0
anumatha,0
anunge,0
anupahak,0
anupathaya,0
anupathayata,0
anupathayayi,0
anupathayen,0
anupiliwela,0
anupiliwelin,0
anupitapath,0
anuprapthika,0
anushasaka,0
anushasana,0
anusmaranaya,0
anuwa,0
anuwadaya,0
anuwadayak,0
anuwadayan,0
anuwak,0
anuwakata,0
anuwana,0
anuwarthanaya,0
anwartha,0
anyonya,0
ao,0
ap,0
apa,0
apachara,0
apada,0
apadrawya,0
apagatha,0
apage,0
apagen,0
apahasa,0
apahasayak,0
apahasayaki,0
apahasu,0
apahasuthawata,0
apahasuthawayak,0
apahasuthawayata,0
apahasuwa,0
apahasuweni,0
apahasuya,0
apahasuyi,0
apahata,0
apahu,0
apakeerthimath,0
apakeerthiyak,0
apana,0
aparade,0
aparadha,0
aparadhakarayek,0
aparadhakarayo,0
aparadhakaru,0
aparadhakaruwa,0
aparadhakaruwan,0
aparadhakaruwanta,0
aparadhakaruwek,0
aparadhakaruweku,0
aparadhawalata,0
aparadhawalin,0
aparadhaya,0
aparadhayak,0
aparadhayakata,0
aparadhayakda,0
aparadhayaki,0
aparadhaye,0
aparajitha,0
apasmara,0
apasmaraya,0
apassata,0
apasu,0
apata,0
apatath,0
apatha,0
apathayek,0
apathe,0
apawa,0
apawama,0
apawath,0
apawithra,0
apaya,0
apayak,0
apayata,0
apayath,0
apaye,0
apayen,0
apayojanaya,0
apayojanayata,0
apc,0
ape,0
apehedili,0
apeksha,0
apekshakaya,0
apekshawak,0
apekshawan,0
apekshawen,0
apekshaweni,0
apekshitha,0
apema,0
apen,0
apeya,0
api,0
apima,0
apipoulai,0
apipoussan,0
apirisidu,0
apirisidukama,0
apirisiduyi,0
apita,0
apitath,0
apitayi,0
apith,0
apiwa,0
apiwama,0
apiyi,0
apohosath,0
apone,0
apoyi,0
appa,0
appachchi,0
appipulai,0
applejack,0
aprasanna,0
aprel,0
aprikanu,0
aprikanuwek,0
aprikanuweku,0
aprikawa,0
aprikawata,0
aprikawe,0
aprikawedee,0
aprikawen,0
apu,0
apuru,0
apuruda,0
apuruma,0
apuruwata,0
apuruya,0
apuruyi,0
aqui,0
ar,0
arabi,0
arabiye,0
aradhana,0
aradhanawak,0
aradhanaya,0
aradhanayata,0
aradhitha,0
aragala,0
aragalayak,0
aragena,0
arakku,0
araksha,0
arakshaka,0
arakshakaya,0
arakshakayek,0
arakshakayeku,0
arakshakayin,0
arakshakayinta,0
arakshana,0
arakshawa,0
arakshawak,0
arakshawata,0
arakshitha,0
arakshithama,0
arakshithawa,0
arakshithayi,0
arambana,0
arambanne,0
arambha,0
arambhaka,0
arambhaya,0
arambhayak,0
arambhayaki,0
arambhaye,0
aramudal,0
aramuna,0
aramunak,0
aramunaka,0
aramunayi,0
aramunu,0
aran,0
aranchi,0
aranchiya,0
aranchiyak,0
aranchiyi,0
arawulak,0
araya,0
arayen,0
arbudakaree,0
arbudaya,0
arbudayaka,0
archie,0
arcos,0
ardha,0
are,0
arena,0
arinawa,0
arinawada,0
arinna,0
arinne,0
arl,0
armenianuwan,0
arms,0
arnast,0
arnold,0
aromatica,0
aropana,0
aropanaya,0
aropanayak,0
arora,0
aroz,0
arrghh,0
arshas,0
art,0
arte,0
artha,0
arthakathanaya,0
arthapal,0
arthawath,0
arthaya,0
arthayak,0
arthayen,0
arthika,0
arty,0
arumayak,0
arutha,0
arya,0
aryawa,0
as,0
asa,0
asabhya,0
asadanaya,0
asadharana,0
asadharanada,0
asadharanayak,0
asadharanayi,0
asala,0
asalama,0
asalata,0
asalaya,0
asalin,0
asalwasee,0
asalwaseengen,0
asalwesi,0
asalwesiya,0
asalwesiyage,0
asalwesiyan,0
asalwesiyek,0
asalwesiyo,0
asama,0
asamanya,0
asamasama,0
asamasamayi,0
asamath,0
asamathulithathawaya,0
asambhawya,0
asami,0
asamin,0
asamu,0
asana,0
asanawa,0
asanawala,0
asanaya,0
asanayak,0
asaneepa,0
asaneepayak,0
asaneepayakda,0
asaneepayen,0
asaneepayi,0
asaneepen,0
asaneependa,0
asankyatha,0
asanna,0
asannata,0
asannathama,0
asannawa,0
asannaya,0
asannaye,0
asannayi,0
asanne,0
asanneda,0
asannemi,0
asanu,0
asarana,0
asarthaka,0
asarthakathwaya,0
asarthakathwayak,0
asarthakayi,0
asathmika,0
asathuta,0
asathutin,0
asathya,0
asathyada,0
asawa,0
asawen,0
asayi,0
aseemitha,0
asgaard,0
asgard,0
asha,0
ashawa,0
ashawak,0
ashawakin,0
ashawan,0
ashawayi,0
ashawen,0
ashby,0
ashcharyamath,0
ashcharyaya,0
ashcharyayak,0
ashcharyayaki,0
ashcharyayan,0
asheerwada,0
asheerwadaya,0
asheville,0
ashikshitha,0
ashirwada,0
ashirwadaya,0
ashirwadayaki,0
ashobhana,0
ashraya,0
ashritha,0
ashuddha,0
ashwa,0
ashwadayak,0
ashwarohaka,0
ashwarohakayek,0
ashwasa,0
ashwaya,0
ashwayan,0
ashwayanwa,0
ashwayata,0
ashwayek,0
ashwayeku,0
ashwayo,0
asiya,0
asiyanu,0
asiyathika,0
asiyawa,0
asiyawata,0
asiyawe,0
asiyawen,0
ass,0
asse,0
asshole,0
asswipe,0
astern,0
asthanagatha,0
asthayee,0
asthi,0
asthiya,0
asthiyak,0
asu,0
asuchi,0
asun,0
asuna,0
asunak,0
asunata,0
asune,0
asungena,0
asura,0
asuwa,0
asuwak,0
asuwakin,0
asuwana,0
asuwee,0
asuwiya,0
aswana,0
asweema,0
aswenawa,0
aswenna,0
aswenne,0
aswiya,0
at,0
ata,0
atak,0
ataka,0
atakata,0
ataki,0
atakin,0
atascadero,0
atasiyayak,0
atata,0
atawana,0
atawanu,0
ataweni,0
atayi,0
ate,0
atedee,0
ath,0
atha,0
athada,0
athadanguwata,0
athadanguwe,0
athaharinna,0
athaharinnata,0
athaharinne,0
athahera,0
athahereema,0
athahereemata,0
athaheriya,0
athaheriye,0
athak,0
athakin,0
athakuru,0
athal,0
athalossak,0
athapasu,0
athapasuweemak,0
athapatha,0
athapaya,0
athar,0
athara,0
atharada,0
atharamagadee,0
atharamagadi,0
atharata,0
atharathura,0
atharathuradee,0
atharaya,0
athare,0
atharge,0
atharin,0
atharinna,0
atharta,0
athata,0
athath,0
athathi,0
athathiya,0
athathiyak,0
athathiyakin,0
athathiyata,0
athathiyen,0
athawara,0
athbomba,0
athbombaya,0
athbombayak,0
athdekeem,0
athdekeema,0
athdekeemak,0
athdekeemata,0
athdekeemen,0
athe,0
atheethaya,0
atheethayak,0
atheethayata,0
atheethaye,0
athen,0
atherala,0
atheriya,0
athethi,0
athethiwa,0
athhada,0
athharina,0
athharinawa,0
athharinawata,0
athharinna,0
athharinne,0
athhera,0
athhereema,0
athhereemata,0
athheriya,0
athheriye,0
athheriyemi,0
athhituwa,0
athi,0
athigaru,0
athikala,0
athimahath,0
athin,0
athinma,0
athireka,0
athirikthayak,0
athishayin,0
athishayinma,0
athishayokthiyata,0
athiwishala,0
athiwishishta,0
athkam,0
athkara,0
athla,0
athlanthik,0
athlehi,0
athma,0
athmarakshawa,0
athmarthakamee,0
athmaya,0
athmayak,0
athmayakata,0
athmayaki,0
athmayan,0
athmayata,0
athmayayi,0
athmaye,0
athmayen,0
athmeeya,0
athpandu,0
athpath,0
athpitapatha,0
athpolasan,0
athpotha,0
athpothak,0
athpudi,0
athsan,0
athsana,0
aththikaram,0
aththikaramak,0
athu,0
athuga,0
athugala,0
athullanna,0
athullannata,0
athuru,0
athurudahan,0
athurumuhunatha,0
athurupasa,0
athuwalin,0
athwesum,0
athwidinnata,0
athwinda,0
athwindeemata,0
athwindimin,0
athwindinne,0
athwindiya,0
athyawashya,0
athyawashyayi,0
atm,0
atorney,0
atta,0
attaboy,0
au,0
aught,0
aurelio,0
aurelius,0
aus,0
aushadha,0
aushadhaya,0
aushadhayak,0
aushadhaye,0
aushadheeya,0
avashya,0
ave,0
avidinnan,0
aw,0
awa,0
awabodhathmakawa,0
awabodhayak,0
awabodhayayi,0
awabodhayen,0
awada,0
awadanam,0
awadanama,0
awadanamak,0
awadanamakata,0
awadanamata,0
awadhanaya,0
awadhanayak,0
awadhanayata,0
awadhanayen,0
awadharanaya,0
awadhiyedee,0
awadi,0
awadiwa,0
awadiwanne,0
awadiye,0
awadiyen,0
awagnawata,0
awahira,0
awahiraya,0
awajathaka,0
awajathakaya,0
awajathakayan,0
awajathakayanta,0
awajathakayek,0
awajathakayo,0
awak,0
awakasha,0
awakashaya,0
awakashayata,0
awakashaye,0
awalam,0
awalangu,0
awalassana,0
awama,0
awaman,0
awamanayak,0
awamanayata,0
awamangala,0
awamangalya,0
awamangalyayata,0
awamangulata,0
awamayi,0
awanatha,0
awanhal,0
awanhalak,0
awanhalaka,0
awanhalakadee,0
awanhale,0
awanka,0
awankada,0
awankawa,0
awankawama,0
awankayi,0
awapeedanaya,0
awapeedanayak,0
awapeedanayata,0
awarana,0
awaranaya,0
awaranayak,0
awaranaye,0
awasan,0
awasana,0
awasanawa,0
awasanawak,0
awasanawakata,0
awasanawakda,0
awasanawaki,0
awasanawantha,0
awasanawanthayi,0
awasanawata,0
awasanaya,0
awasanayak,0
awasanayama,0
awasanayata,0
awasanayayi,0
awasanaye,0
awasanayedee,0
awasara,0
awasaraya,0
awasarayaki,0
awasarayakin,0
awashoshanaya,0
awashya,0
awashyada,0
awashyadeyi,0
awashyatha,0
awashyathawalata,0
awashyathawaya,0
awashyathawayak,0
awashyathawayakata,0
awashyathawayata,0
awashyaya,0
awashyayi,0
awasi,0
awasiya,0
awastha,0
awasthawa,0
awasthawak,0
awasthawaka,0
awasthawakadee,0
awasthawakama,0
awasthawakata,0
awasthawaki,0
awasthawan,0
awasthawata,0
awasthawayi,0
awasthawe,0
awasthawedee,0
awasthawehidee,0
awasthithi,0
awata,0
awath,0
awathakseru,0
awathara,0
awatharaya,0
awatharayak,0
awatin,0
awawada,0
awawadaya,0
awawadayak,0
awawadayata,0
away,0
awayawa,0
awayawayak,0
awe,0
aweda,0
awegayen,0
awenika,0
aweya,0
awi,0
awidhimath,0
awinishchitha,0
awinishchithathawayak,0
awiwadayen,0
awiwadayenma,0
awoth,0
awul,0
awula,0
awulak,0
awulaka,0
awulakata,0
awulaki,0
awulsahagatha,0
awuluwana,0
awunsa,0
awurudda,0
awuruddak,0
awuruddakama,0
awuruddakata,0
awuruddakin,0
awuruddama,0
awuruddata,0
awurudde,0
awurudden,0
awurudu,0
awussana,0
awussanawa,0
awussanna,0
awussanne,0
awut,0
aww,0
awwa,0
awwe,0
awwh,0
awyaja,0
ay,0
aya,0
ayachana,0
ayadimi,0
ayadina,0
ayadinawa,0
ayadinna,0
ayadum,0
ayadumkaruwan,0
ayadumpath,0
ayadumpathak,0
ayage,0
ayagen,0
ayahapath,0
ayahapathata,0
ayakara,0
ayakireem,0
ayakuta,0
ayale,0
ayana,0
ayarlantha,0
ayarlanthaye,0
ayata,0
ayath,0
ayathana,0
ayathanaya,0
ayathanayak,0
ayathanayaka,0
ayathanayaki,0
ayathanayata,0
ayathanaye,0
ayathanayedee,0
ayathanayen,0
ayathanika,0
ayawa,0
ayaweya,0
ayaweyak,0
ayayi,0
aye,0
ayeda,0
ayedeema,0
ayedeemak,0
ayek,0
ayeki,0
ayeku,0
ayekugen,0
ayekuta,0
ayemath,0
ayeth,0
ayi,0
ayiland,0
ayin,0
ayinstayin,0
ayiris,0
ayirish,0
ayis,0
ayisek,0
ayisha,0
ayiskreem,0
ayithi,0
ayithida,0
ayithikaraya,0
ayithikarayo,0
ayithikaru,0
ayithikaruwan,0
ayithiwasikam,0
ayithiya,0
ayithiyak,0
ayithiyayi,0
ayithiye,0
ayithiyen,0
ayithiyi,0
ayiththam,0
ayiwan,0
ayiwo,0
ayiya,0
ayiyage,0
ayiyala,0
ayiyata,0
ayiyayi,0
ayiye,0
ayiyo,0
ayojakayek,0
ayojanaya,0
ayojanayak,0
ayubowan,0
ayudha,0
ayudhawalin,0
ayudhaya,0
ayudhayak,0
ayudhayakata,0
ayudhayakda,0
ayudhayakma,0
ayudhayayi,0
ayukthiya,0
ayuru,0
ayuthu,0
azrael,0
ba,0
baba,0
babage,0
babal,0
babala,0
babar,0
babara,0
babata,0
babawa,0
babek,0
babeki,0
babo,0
babunta,0
bachelor,0
backup,0
bad,0
bada,0
badada,0
badaga,0
badagagena,0
badagamin,0
badagana,0
badaganawa,0
badaganna,0
badaganne,0
badagena,0
badagini,0
badaginida,0
badaginiyi,0
badaginna,0
badaginne,0
badak,0
badama,0
badata,0
badawel,0
badawela,0
badawele,0
badawelwala,0
baddha,0
bade,0
baden,0
badha,0
badhaka,0
badhakayak,0
badhawa,0
badhawak,0
badhawakin,0
badina,0
badinawa,0
badinna,0
badinu,0
badiya,0
badiyi,0
badu,0
baduth,0
baduwak,0
bafal,0
bag,0
bagatha,0
bagayak,0
bagayakwath,0
bagena,0
bageta,0
bagin,0
bahak,0
bahalum,0
bahimu,0
bahina,0
bahinawa,0
bahinbasweemak,0
bahinna,0
bahinne,0
bahira,0
bahiradiya,0
bahirawaya,0
bahu,0
bahula,0
bahulayi,0
bahutharayak,0
bahuwidha,0
bak,0
bakas,0
bakat,0
bakinhem,0
bala,0
baladaksha,0
baladakshayin,0
baladhareen,0
baladhariyeku,0
balaeni,0
balaeniyak,0
balaganna,0
balagannam,0
balagannawa,0
balagannawada,0
balaganne,0
balagaraya,0
balagaththa,0
balagathu,0
balagena,0
balahathkarayen,0
balakaranne,0
balakayata,0
balakaye,0
balakotu,0
balakotuwa,0
balakotuwak,0
balakotuwaka,0
balakotuwaki,0
balakotuwata,0
balakotuwe,0
balakotuwen,0
balala,0
balaleku,0
balalekuge,0
balallu,0
balalun,0
balalunge,0
balalunta,0
balami,0
balamin,0
balamu,0
balan,0
balana,0
balanakota,0
balanawa,0
balanawada,0
balanawata,0
balanna,0
balannam,0
balannata,0
balannath,0
balannawath,0
balanne,0
balannemu,0
balannewath,0
balanneyi,0
balanshayata,0
balanu,0
balapa,0
balapan,0
balapanna,0
balapanne,0
balapanu,0
balapathra,0
balapathralabhee,0
balapathraya,0
balapathrayak,0
balapathraye,0
balapem,0
balapema,0
balapemak,0
balapemata,0
balapeme,0
balaporoththu,0
balaporoththuwa,0
balaporoththuwak,0
balaporoththuwen,0
balasena,0
balashakthi,0
balasita,0
balasitimin,0
balathala,0
balathmaka,0
balawath,0
balawathek,0
balawega,0
balawegayak,0
balawegayaki,0
balaya,0
balayak,0
balayalath,0
balayan,0
balayata,0
balaye,0
balayen,0
balayi,0
balbaya,0
balbayak,0
baldi,0
baldwin,0
balen,0
balgeriyanu,0
